match_number,winner,team1,team2,toss_winner,toss_decision,venue,city,team1_win_pct,team2_win_pct,team1_h2h_win_pct,team1_prev_score,team1_prev_wkts,team2_prev_score,team2_prev_wkts,team1_avg_recent_bat_sr,team1_avg_recent_bowl_econ,team2_avg_recent_bat_sr,team2_avg_recent_bowl_econ
335982,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,0.0,0.0,0.5,150,5,150,5,130.0,8.5,130.0,8.5
335983,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.0,0.0,0.5,150,5,150,5,130.0,8.5,130.0,8.5
335984,Delhi Capitals,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Feroz Shah Kotla,Delhi,0.0,0.0,0.5,150,5,150,5,130.0,8.5,130.0,8.5
335985,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Wankhede Stadium,Mumbai,0.0,0.0,0.5,150,5,150,5,130.0,8.5,127.01421800947867,8.18957345971564
335986,Kolkata Knight Riders,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Eden Gardens,Kolkata,1.0,0.0,0.5,150,5,150,5,127.01421800947867,8.18957345971564,130.0,8.5
335987,Rajasthan Royals,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Sawai Mansingh Stadium,Jaipur,0.0,0.0,0.5,150,5,150,5,115.63981042654028,7.308056872037915,178.4232365145228,10.975
335988,Delhi Capitals,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.0,1.0,0.5,150,5,150,5,111.46131805157593,5.299684542586751,122.61146496815287,7.592592592592593
335989,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai,1.0,0.0,0.5,150,5,150,5,166.0056657223796,10.401146131805158,121.84300341296928,8.652439024390244
335990,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.0,0.5,0.5,110,10,129,8,121.91435768261965,6.783333333333333,137.72727272727272,9.580865603644646
335991,Punjab Kings,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.0,0.0,0.5,207,4,165,7,144.6601941747573,9.821109123434704,163.6761487964989,9.602510460251045
335992,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,Bangalore,0.5,0.6666666666666666,0.5,82,10,168,4,120.0836820083682,8.758064516129032,139.80263157894737,9.137989778534925
335993,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",Chennai,1.0,1.0,0.5,240,5,222,3,147.6274165202109,9.481605351170568,124.48275862068965,7.252173913043478
335994,Deccan Chargers,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Dr DY Patil Sports Academy,Mumbai,0.0,0.0,0.5,202,7,142,8,136.03174603174602,8.768503937007875,138.9280677009873,8.749633967789165
335995,Punjab Kings,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.3333333333333333,1.0,0.5,166,8,132,1,136.03174603174602,8.768503937007875,133.59073359073358,7.678958785249458
335996,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,M Chinnaswamy Stadium,Bangalore,0.3333333333333333,1.0,0.5,166,5,208,5,129.7253634894992,8.556818181818182,129.91304347826087,7.849624060150377
335997,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,0.6666666666666666,0.0,0.5,112,5,116,9,131.98127925117004,7.873517786561265,126.72131147540983,8.986587183308496
335998,Delhi Capitals,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Feroz Shah Kotla,Delhi,0.6666666666666666,0.25,0.5,143,1,135,8,140.5982905982906,7.558988764044943,138.62559241706163,9.057534246575342
335999,Punjab Kings,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.25,0.5,0.5,214,5,182,10,124.44444444444444,8.565840938722294,142.64884568651277,7.782178217821783
336000,Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Sawai Mansingh Stadium,Jaipur,0.75,0.5,0.5,217,7,147,9,132.375,8.71788990825688,114.80637813211845,7.646080760095011
336001,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,1.0,0.75,0.5,152,1,158,8,138.75647668393782,8.992788461538462,132.7814569536424,8.31350114416476
336003,Punjab Kings,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.6,0.4,0.5,162,6,137,8,140.30612244897958,8.338461538461539,127.18120805369128,7.854318418314256
336034,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,field,M Chinnaswamy Stadium,Bangalore,0.2,0.2,0.5,165,10,155,0,134.16583416583416,8.288659793814434,140.30612244897958,8.338461538461539
336004,Mumbai Indians,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Dr DY Patil Sports Academy,Mumbai,0.2,0.8,0.5,154,7,191,5,116.35338345864662,7.967117988394584,147.61904761904762,8.039580908032596
336005,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Sawai Mansingh Stadium,Jaipur,0.8,0.8,0.5,138,3,178,5,128.3433133732535,7.896519285042333,147.61904761904762,8.039580908032596
336006,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,Bangalore,0.3333333333333333,0.6666666666666666,0.5,181,5,167,3,126.33079847908745,8.06875631951466,129.40140845070422,8.030150753768844
336007,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"MA Chidambaram Stadium, Chepauk",Chennai,0.6666666666666666,0.16666666666666666,0.5,169,6,164,8,138.2838283828383,7.969750889679715,123.58490566037736,7.899909008189264
336008,Mumbai Indians,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Dr DY Patil Sports Academy,Mumbai,0.3333333333333333,0.8333333333333334,0.5,138,3,196,7,132.0738874895046,8.063006300630063,136.0078277886497,7.987012987012987
336009,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,Delhi,0.6666666666666666,0.5714285714285714,1.0,172,2,109,10,129.8751950078003,7.910669975186104,134.98483316481295,7.810834049871023
336010,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,0.3333333333333333,0.2857142857142857,1.0,151,10,156,8,127.28019720624486,7.891603053435114,122.89592760180996,8.220402084884586
336011,Rajasthan Royals,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.7142857142857143,0.2857142857142857,1.0,110,2,153,6,127.01492537313433,7.853006681514477,135.93314763231197,7.821862348178137
336013,Chennai Super Kings,Chennai Super Kings,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk",Chennai,0.625,0.7142857142857143,1.0,144,7,178,6,139.56889915319476,8.22995951417004,123.19223985890653,8.237860661505982
336014,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.25,0.42857142857142855,0.0,148,3,169,6,131.44963144963145,7.5861618798955615,115.6923076923077,7.755135579293344
336015,Rajasthan Royals,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.75,0.5714285714285714,0.0,103,10,133,10,131.44963144963145,7.5861618798955615,139.3661971830986,8.218450184501844
336016,Punjab Kings,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.625,0.25,1.0,127,4,126,10,135.89562764456983,8.29352901934623,121.15384615384616,7.835452505609573
336017,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,0.5,0.5,0.5,129,7,187,5,127.20875684128225,7.875,134.85237483953787,7.598630136986301
336018,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Wankhede Stadium,Mumbai,0.42857142857142855,0.6666666666666666,0.0,162,8,188,6,127.0900842514582,7.750479846449136,136.29032258064515,8.182828906732551
336020,Delhi Capitals,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Feroz Shah Kotla,Delhi,0.4444444444444444,0.2222222222222222,1.0,156,7,140,8,128.8060644346178,7.250741839762612,125.21551724137932,7.806020066889633
336021,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Mumbai,0.5,0.5555555555555556,1.0,104,3,204,4,133.03693570451438,8.195216548157726,130.65179095713447,7.29718309859155
336022,Punjab Kings,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Feroz Shah Kotla,Delhi,0.5,0.6666666666666666,0.0,110,10,163,9,138.3177570093458,7.808538163001293,128.0616382806164,8.048237476808906
336023,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sawai Mansingh Stadium,Jaipur,0.7777777777777778,0.2222222222222222,1.0,141,2,124,4,133.7084974676421,7.54358353510896,128.0616382806164,8.048237476808906
336024,Mumbai Indians,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.2,0.5555555555555556,1.0,181,7,158,1,139.2013498312711,7.904282115869017,122.14239059438276,7.396
336025,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,0.5,0.6,0.0,133,6,181,4,122.14239059438276,7.396,133.8903743315508,7.973154362416107
336026,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,Bangalore,0.2,0.45454545454545453,0.0,143,8,194,4,124.9079754601227,7.97092084006462,142.77215942891135,7.8918611269208885
336027,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Kolkata,0.45454545454545453,0.8,0.0,67,10,159,7,116.46884272997033,7.559785841760856,125.30973451327434,8.021840873634945
336028,Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Wankhede Stadium,Mumbai,0.6,0.7,0.0,68,2,144,1,136.01775523145213,8.105335157318741,142.96254256526674,7.900701565029682
336029,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.6363636363636364,0.18181818181818182,1.0,156,6,132,9,116.46174863387978,7.620238772029562,128.57914640734737,8.06480117820324
336031,Punjab Kings,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.7272727272727273,0.18181818181818182,1.0,94,3,182,9,141.9494139420111,8.120481927710843,135.86371787208608,8.158244680851064
336032,Delhi Capitals,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Feroz Shah Kotla,Delhi,0.5,0.5454545454545454,0.0,118,4,178,7,127.64311500773594,7.924263674614306,141.3309982486865,8.161449752883032
336033,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.5833333333333334,0.8181818181818182,0.0,55,0,197,1,121.74757281553399,7.772448979591836,124.671669793621,7.474599542334095
336002,Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.16666666666666666,0.25,0.0,153,7,154,7,141.04972375690608,8.38721136767318,123.73968835930339,7.91826923076923
336035,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Eden Gardens,Kolkata,0.4166666666666667,0.75,0.0,149,5,189,4,126.28262826282628,7.585054945054945,141.04972375690608,8.38721136767318
336036,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.8333333333333334,0.5,0.0,150,4,188,10,130.63973063973063,7.864406779661017,139.20111472364144,7.682681564245811
336037,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.15384615384615385,0.5384615384615384,1.0,175,4,112,8,126.75503190967109,8.302158273381295,129.6904315196998,7.792592592592593
336012,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Bangalore,0.3076923076923077,0.46153846153846156,1.0,126,8,176,8,126.10121836925961,8.313084112149534,135.6144578313253,7.599807135969141
336019,Punjab Kings,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.6923076923076923,0.8461538461538461,0.0,178,4,211,5,132.47330960854092,8.028246013667426,135.6144578313253,7.599807135969141
336038,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Wankhede Stadium,Mumbai,0.5384615384615384,0.7857142857142857,0.5,158,5,146,5,136.53355989804587,7.609455292908531,145.6796917996698,8.265012009607686
336039,Chennai Super Kings,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Wankhede Stadium,Mumbai,0.5714285714285714,0.7142857142857143,1.0,201,7,174,6,126.41330166270784,7.928020565552699,146.44373673036094,8.181391712275216
336040,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Dr DY Patil Sports Academy,Mumbai,0.6,0.8,0.0,148,3,180,7,137.2967951695309,7.98582565556343,136.18397412863817,7.683941605839416
392181,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Newlands,Cape Town,0.5625,0.5,0.5,116,1,145,7,135.31157270029672,7.6467963021995535,123.47696879643388,7.62414800389484
392182,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Newlands,Cape Town,0.2857142857142857,0.8125,0.0,171,5,192,9,123.47696879643388,7.62414800389484,135.31157270029672,7.6467963021995535
392183,Delhi Capitals,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Newlands,Cape Town,0.5,0.6666666666666666,0.0,179,5,221,3,134.49206884913937,7.6781056966369245,136.5128660159716,7.980445043830074
392184,Deccan Chargers,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Newlands,Cape Town,0.14285714285714285,0.46153846153846156,0.0,165,10,147,8,126.75873974967631,7.812933025404157,133.0625507717303,8.061564059900165
392185,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,St George's Park,Port Elizabeth,0.3333333333333333,0.5294117647058824,0.5,122,9,163,5,125.3327608415629,7.499276410998553,131.62193698949824,8.179789212647242
392186,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,Durban,0.625,0.42857142857142855,0.5,112,8,175,7,146.90206528980679,8.415335463258787,123.65930599369085,7.598039215686274
392188,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,bat,Newlands,Cape Town,0.3125,0.2,1.0,133,8,147,8,123.57549857549857,7.806998939554613,123.95301327885598,7.613496932515337
392189,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Kingsmead,Durban,0.5555555555555556,0.5333333333333333,0.5,146,7,87,10,123.87140902872777,7.836233367451382,145.3308596165739,8.417026526835286
392191,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Kingsmead,Durban,0.29411764705882354,0.5882352941176471,0.0,87,10,104,7,122.16404886561955,7.7621296693860025,131.8181818181818,7.684745762711865
392192,Deccan Chargers,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Kingsmead,Durban,0.25,0.5333333333333333,0.5,104,2,126,1,122.39108409321176,7.81360824742268,132.319255547602,8.23990637799883
392194,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,St George's Park,Port Elizabeth,0.2777777777777778,0.5625,0.0,160,8,58,0,127.34138972809667,8.18466479325572,136.70753064798598,8.08562950402713
392195,Punjab Kings,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Newlands,Cape Town,0.6111111111111112,0.7647058823529411,0.5,158,6,150,5,127.34138972809667,8.18466479325572,128.63293864370291,7.804925156929019
392196,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Kingsmead,Durban,0.5263157894736842,0.29411764705882354,0.5,179,5,184,6,136.105476673428,8.074949083503055,131.47018970189703,7.902298850574713
392197,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,St George's Park,Port Elizabeth,0.4666666666666667,0.5,0.0,150,5,165,7,126.27032520325203,7.747147421268827,131.47018970189703,7.902298850574713
392198,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,SuperSport Park,Centurion,0.5882352941176471,0.7222222222222222,0.3333333333333333,189,5,58,10,129.00703674745895,8.1455421686747,131.68278529980657,7.685126582278482
392199,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kingsmead,Durban,0.2631578947368421,0.4375,0.0,168,9,79,1,128.33146696528556,8.123456790123457,129.4560669456067,7.70878578479763
392200,Punjab Kings,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Kingsmead,Durban,0.631578947368421,0.5294117647058824,1.0,173,3,156,7,131.48904567396954,7.6540785498489425,129.4560669456067,7.70878578479763
392201,Delhi Capitals,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,SuperSport Park,Centurion,0.3333333333333333,0.5555555555555556,0.0,168,9,150,4,132.4844536570921,7.890921643079047,134.35311463324732,7.688622754491018
392202,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,Centurion,0.5,0.7368421052631579,0.0,180,9,112,7,132.4844536570921,7.890921643079047,134.35311463324732,7.688622754491018
392203,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,East London,0.4117647058823529,0.5,0.0,95,9,187,6,117.18683197947841,8.037875668999588,130.67340067340066,7.496647295485025
392204,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Kingsmead,Durban,0.3,0.65,0.0,149,7,139,6,117.18683197947841,8.037875668999588,130.67340067340066,7.496647295485025
392205,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,St George's Park,Port Elizabeth,0.3157894736842105,0.7,0.0,169,4,147,5,135.96757852077002,7.787179487179487,128.88695146759662,7.677227722772277
392206,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,New Wanderers Stadium,Johannesburg,0.5238095238095238,0.5789473684210527,0.3333333333333333,165,6,143,7,128.88695146759662,7.677227722772277,135.96757852077002,7.787179487179487
392207,Punjab Kings,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,St George's Park,Port Elizabeth,0.6190476190476191,0.3888888888888889,0.3333333333333333,119,8,139,6,121.2991452991453,7.654766575127502,126.74603174603175,7.521951219512195
392208,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,New Wanderers Stadium,Johannesburg,0.3333333333333333,0.5263157894736842,0.5,143,5,116,7,121.2991452991453,7.654766575127502,126.74603174603175,7.521951219512195
392209,Chennai Super Kings,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Buffalo Park,East London,0.5454545454545454,0.3,0.3333333333333333,164,5,148,9,133.9041095890411,7.647597254004577,130.02504696305573,7.69267955801105
392210,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Kingsmead,Durban,0.6363636363636364,0.7142857142857143,0.6666666666666666,137,7,126,9,126.70690305545077,7.535545023696683,129.73716381418092,7.714572192513368
392211,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kingsmead,Durban,0.55,0.3684210526315789,0.0,150,4,139,6,134.14473684210526,7.61180811808118,126.70690305545077,7.535545023696683
392212,Deccan Chargers,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,SuperSport Park,Centurion,0.2857142857142857,0.5,0.6666666666666666,141,5,148,6,134.7005988023952,7.644208932626798,123.90546299883766,7.757221206581353
392213,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,Centurion,0.36363636363636365,0.7272727272727273,0.3333333333333333,145,9,142,7,122.92371288989102,7.742623533594028,129.14341975713816,7.736256323777403
392214,Chennai Super Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,SuperSport Park,Centurion,0.5652173913043478,0.6086956521739131,1.0,163,10,154,4,133.99884259259258,7.56997084548105,129.14341975713816,7.736256323777403
392215,Delhi Capitals,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,East London,0.5714285714285714,0.47619047619047616,0.5,145,8,149,4,125.65826330532212,7.663884673748104,130.98631698973773,7.849773008666943
392216,Punjab Kings,Deccan Chargers,Punjab Kings,Punjab Kings,field,De Beers Diamond Oval,Kimberley,0.3181818181818182,0.5833333333333334,0.0,100,10,133,8,129.59070796460176,7.779179810725552,136.41321783766443,7.863928112965341
392217,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,De Beers Diamond Oval,Kimberley,0.5833333333333334,0.7391304347826086,0.25,178,3,211,4,136.41321783766443,7.863928112965341,122.21290863369656,7.618826648989062
392218,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,St George's Park,Port Elizabeth,0.34782608695652173,0.45454545454545453,0.6666666666666666,150,1,126,8,122.0010905125409,7.60413303196642,121.22507122507122,7.450226244343892
392219,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,New Wanderers Stadium,Johannesburg,0.5909090909090909,0.35,0.5,157,1,153,3,121.22507122507122,7.450226244343892,123.85568120624663,7.5761973875181425
392220,Deccan Chargers,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,De Beers Diamond Oval,Kimberley,0.30434782608695654,0.7083333333333334,0.0,145,6,107,3,131.96308724832215,7.857555341674687,134.04255319148936,7.535714285714286
392221,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,SuperSport Park,Centurion,0.3333333333333333,0.3333333333333333,0.3333333333333333,105,10,154,3,121.31192914475506,7.595990747879723,121.48871673964298,7.459345300950369
392222,Mumbai Indians,Punjab Kings,Mumbai Indians,Punjab Kings,bat,SuperSport Park,Centurion,0.6,0.4782608695652174,1.0,174,3,116,10,131.89797037849698,7.810861423220974,121.31192914475506,7.595990747879723
392223,Delhi Capitals,Deccan Chargers,Delhi Capitals,Deccan Chargers,field,Kingsmead,Durban,0.3333333333333333,0.6086956521739131,0.0,168,5,118,3,131.47532600357965,7.6998028724303005,121.71484888304862,7.507723995880536
392224,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,Kingsmead,Durban,0.36,0.6,0.3333333333333333,141,7,185,3,122.40638428483733,7.798295454545455,132.87435456110154,7.574817518248175
392225,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Kingsmead,Durban,0.5,0.68,0.5,157,2,140,7,125.67606862460018,7.597989949748743,131.45481628599802,7.702592087312414
392226,Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,field,OUTsurance Oval,Bloemfontein,0.625,0.5769230769230769,0.3333333333333333,125,3,169,7,134.0711265854265,7.745729487538505,124.90051165434906,7.587074635401772
392227,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,St George's Park,Port Elizabeth,0.5769230769230769,0.48,0.3333333333333333,141,3,122,2,127.5125354262045,7.68006304176517,125.07978723404256,7.4290375203915175
392228,Deccan Chargers,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,New Wanderers Stadium,Johannesburg,0.32,0.3181818181818182,0.3333333333333333,166,7,123,8,133.14661471018022,7.719461981883064,121.92850705917694,7.732686980609419
392229,Punjab Kings,Deccan Chargers,Punjab Kings,Deccan Chargers,field,New Wanderers Stadium,Johannesburg,0.34615384615384615,0.5925925925925926,0.0,161,10,119,9,127.39438467593807,7.755681818181818,130.53435114503816,7.661190412065714
392230,Delhi Capitals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,OUTsurance Oval,Bloemfontein,0.6,0.6923076923076923,0.25,173,7,113,10,130.53435114503816,7.661190412065714,124.83895903117754,7.417347745847614
392231,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,SuperSport Park,Centurion,0.5925925925925926,0.30434782608695654,1.0,129,10,173,4,130.03862758463984,7.269360269360269,126.92700357325165,7.7153284671532845
392232,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,bat,New Wanderers Stadium,Johannesburg,0.38461538461538464,0.6153846153846154,0.0,176,4,120,9,127.47643979057591,7.712379540400296,128.68334596916856,7.43100239298059
392233,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kingsmead,Durban,0.3333333333333333,0.6666666666666666,0.0,160,5,145,7,126.85633001422475,7.621150493898896,128.32798221783156,7.408531797958649
392234,Chennai Super Kings,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Kingsmead,Durban,0.5714285714285714,0.6071428571428571,1.0,151,3,123,4,126.85633001422475,7.621150493898896,128.3944846926852,7.601859024012393
392235,Delhi Capitals,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,SuperSport Park,Centurion,0.5925925925925926,0.46153846153846156,0.6666666666666666,150,3,143,10,125.39467749210645,7.627734769437899,129.98244073748901,7.278846153846154
392236,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bengaluru,bat,SuperSport Park,Centurion,0.4074074074074074,0.3333333333333333,0.6666666666666666,132,8,166,4,125.39467749210645,7.627734769437899,126.84701068424641,7.540195341848235
392237,Deccan Chargers,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,SuperSport Park,Centurion,0.6071428571428571,0.32142857142857145,1.0,134,7,133,8,128.2578234469874,7.411295681063122,125.57077625570776,7.674979887369268
392238,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,New Wanderers Stadium,Johannesburg,0.42857142857142855,0.5862068965517241,0.5,135,3,188,3,125.84670231729055,7.678935003915427,124.19113987058238,7.428639732249582
392239,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bengaluru,field,New Wanderers Stadium,Johannesburg,0.4482758620689655,0.3448275862068966,0.75,170,4,158,6,126.44123039315542,7.657395701643489,129.89339019189765,7.590690614722995
